cod_mun,nom_mun,sig_uf,regiao,tx_aprov_ef_1,saeb_mat_ef_1,saeb_port_ef_1,ideb_ef_1,tx_aprov_ef_2,saeb_mat_ef_2,saeb_port_ef_2,ideb_ef_2,tx_aprov_em,saeb_mat_em,saeb_port_em,ideb_em,populacao,exp_vida,analfabetismo,tx_pobreza,pib_per_capita,mortalidade_inf,maternidade_inf,type,num_operadoras,0_a_2_mbs,2.5_a_5_mbs,6_a_10_mbs,11_a_15_mbs,15_a_25_mbs,acima_25_mbs
4309308,GUAIBA,RS,SUL,89.5,219.76,214.1,5.6,89,258.62,262.01,4.6,78.1,277.56,286.7,4.1,95204,74.99,3.83,6.44,37.25,9.76,0.3,mobile,4,84.0,0.0,0.0,66.0,0.0,0.0
4309407,GUAPORE,RS,SUL,93.3,242.37,226.01,6.4,97,274.25,268.72,5.3,83.4,284.95,283.94,4.3,22814,75.22,3.75,0.86,20.85,12.5,0.31,broadband,5,17.0,0.0,6.0,0.0,181.0,132.0
4309407,GUAPORE,RS,SUL,93.3,242.37,226.01,6.4,97,274.25,268.72,5.3,83.4,284.95,283.94,4.3,22814,75.22,3.75,0.86,20.85,12.5,0.31,mobile,1,82.0,0.0,0.0,0.0,0.0,0.0
4309506,GUARANI DAS MISSOES,RS,SUL,90.4,231.69,223.73,6.3,91.4,266.07,266.81,5.1,94.2,289.13,276.44,4.6,8115,76.75,4.93,6.49,23.51,0.0,,broadband,3,8.0,0.0,14.0,14.0,0.0,12.0
4309571,HERVEIRAS,RS,SUL,85.7,222.76,210.72,5.6,-,-,-,-,84,269.66,281.05,4,2954,72.5,10.17,12.94,11.55,66.67,,broadband,2,0.0,0.0,0.0,2.0,0.0,0.0
4309605,HORIZONTINA,RS,SUL,93.5,239.76,227.51,6.4,92.7,284.28,272.96,5.4,84.7,ND,ND,-,18348,76.47,2.89,2.47,41.87,11.24,0.37,broadband,6,0.0,24.0,8.0,9.0,25.0,56.0
4309605,HORIZONTINA,RS,SUL,93.5,239.76,227.51,6.4,92.7,284.28,272.96,5.4,84.7,ND,ND,-,18348,76.47,2.89,2.47,41.87,11.24,0.37,mobile,1,18.0,0.0,0.0,0.0,0.0,0.0
4309654,HULHA NEGRA,RS,SUL,89.9,223.79,207.03,5.6,90.5,258.36,249.12,4.4,64.9,ND,ND,-,6043,72.75,8.69,24.94,15.98,0.0,,broadband,2,0.0,2.0,0.0,0.0,0.0,0.0
4309654,HULHA NEGRA,RS,SUL,89.9,223.79,207.03,5.6,90.5,258.36,249.12,4.4,64.9,ND,ND,-,6043,72.75,8.69,24.94,15.98,0.0,,mobile,1,2.0,0.0,0.0,0.0,0.0,0.0
4309902,IBIRAIARAS,RS,SUL,97,230.8,222.48,6.1,90,276.71,268.34,4.9,93.7,298.81,287.34,4.9,7171,75.09,5.99,4.41,24.05,0.0,,broadband,2,0.0,0.0,0.0,0.0,14.0,0.0
4309951,IBIRAPUITA,RS,SUL,88.9,214.23,214.8,5.7,92.9,262.98,254.75,4.6,91.4,281.95,286.39,4.5,4061,74.66,9.99,16.54,17.76,0.0,2.63,mobile,1,0.0,14.0,0.0,0.0,0.0,0.0
4310009,IBIRUBA,RS,SUL,91.2,233.73,230.11,6.2,84.8,290.58,280.26,4.8,79.1,319.67,307.16,4.6,19310,75.88,3.44,3.09,31.59,14.44,0.36,broadband,5,36.0,54.0,76.0,34.0,200.0,254.0
4310009,IBIRUBA,RS,SUL,91.2,233.73,230.11,6.2,84.8,290.58,280.26,4.8,79.1,319.67,307.16,4.6,19310,75.88,3.44,3.09,31.59,14.44,0.36,mobile,1,2.0,0.0,12.0,28.0,0.0,0.0
4310108,IGREJINHA,RS,SUL,96.2,246.8,235.45,6.8,96.2,279.29,271.94,5.4,78.4,283.33,283.21,4.1,31660,77.53,3.51,2.42,29.81,13.51,0.19,broadband,10,32.0,27.0,28.0,16.0,44.0,171.0
4310108,IGREJINHA,RS,SUL,96.2,246.8,235.45,6.8,96.2,279.29,271.94,5.4,78.4,283.33,283.21,4.1,31660,77.53,3.51,2.42,29.81,13.51,0.19,mobile,2,28.0,0.0,22.0,0.0,0.0,0.0
4310207,IJUI,RS,SUL,97,254.63,238.15,6.9,93,278.39,274.78,5.4,83.1,307.83,301.69,4.8,78915,76.48,4.16,5.95,24.36,12.07,0.52,broadband,10,52.0,2.0,70.0,52.0,130.0,431.0
4310207,IJUI,RS,SUL,97,254.63,238.15,6.9,93,278.39,274.78,5.4,83.1,307.83,301.69,4.8,78915,76.48,4.16,5.95,24.36,12.07,0.52,mobile,2,26.0,0.0,0.0,0.0,0.0,0.0
4310330,IMBE,RS,SUL,86.3,224.98,216.77,5.6,86.8,265.83,259.85,4.4,67.9,ND,ND,-,17670,75.82,3.02,5.75,14.17,16.89,0.68,broadband,4,12.0,0.0,32.0,30.0,62.0,150.0
4310330,IMBE,RS,SUL,86.3,224.98,216.77,5.6,86.8,265.83,259.85,4.4,67.9,ND,ND,-,17670,75.82,3.02,5.75,14.17,16.89,0.68,mobile,2,34.0,0.0,2.0,16.0,0.0,0.0
4310363,IMIGRANTE,RS,SUL,96.6,244.34,231.58,6.5,-,-,-,-,97.4,291.06,288.69,5,3023,75.61,1.32,1.68,38.97,0.0,,broadband,2,0.0,0.0,0.0,0.0,12.0,0.0
4310405,INDEPENDENCIA,RS,SUL,88.1,238.59,220.39,6.1,90,266.21,260.19,4.3,83.9,306.9,310.37,4.8,6618,73.8,7.95,11.94,25.13,12.66,1.27,broadband,3,6.0,0.0,0.0,8.0,0.0,30.0
4310413,INHACORA,RS,SUL,82.6,227.28,218.91,5.9,81.8,ND,ND,-,72.8,251.35,249.23,2.8,2267,73.43,10.55,14.15,16.87,0.0,,broadband,2,4.0,0.0,0.0,0.0,0.0,0.0
4310439,IPE,RS,SUL,97.3,254.89,250.11,7.2,92.2,280.38,272.91,5.4,95.7,286.39,276.47,4.7,6016,74.88,6.3,2.92,22.56,19.23,,broadband,3,0.0,0.0,0.0,0.0,12.0,0.0
4310439,IPE,RS,SUL,97.3,254.89,250.11,7.2,92.2,280.38,272.91,5.4,95.7,286.39,276.47,4.7,6016,74.88,6.3,2.92,22.56,19.23,,mobile,1,8.0,0.0,0.0,0.0,0.0,0.0
4310504,IRAI,RS,SUL,88.5,220.32,219.74,5.8,91.1,280.89,278.54,5.3,71.7,ND,ND,-,8078,74.12,9.44,20.23,13.01,0.0,2.17,broadband,2,0.0,0.0,0.0,6.0,0.0,0.0
4310538,ITAARA,RS,SUL,82.1,216.48,217.92,5.5,91.4,ND,ND,-,77.5,288.12,296.23,4,5010,75.46,5.72,7.21,10.81,0.0,1.75,broadband,3,0.0,0.0,8.0,2.0,0.0,2.0
4310538,ITAARA,RS,SUL,82.1,216.48,217.92,5.5,91.4,ND,ND,-,77.5,288.12,296.23,4,5010,75.46,5.72,7.21,10.81,0.0,1.75,mobile,1,2.0,0.0,0.0,0.0,0.0,0.0
4310603,ITAQUI,RS,SUL,90.7,212.72,205.21,5.3,90,246.61,249.89,4.3,80.2,267.7,272.71,3.9,38159,75.6,6.18,11.59,19.51,18.15,0.91,broadband,4,0.0,0.0,2.0,80.0,163.0,66.0
4310603,ITAQUI,RS,SUL,90.7,212.72,205.21,5.3,90,246.61,249.89,4.3,80.2,267.7,272.71,3.9,38159,75.6,6.18,11.59,19.51,18.15,0.91,mobile,3,66.0,14.0,12.0,32.0,0.0,0.0
4310751,IVORA,RS,SUL,95.2,250.27,243.34,6.5,68.4,ND,ND,-,-,-,-,-,2156,78.13,4.84,7.13,15.58,,,broadband,2,0.0,0.0,0.0,2.0,0.0,0.0
4310801,IVOTI,RS,SUL,94.4,257.05,242.01,7,95.3,295.98,289.67,5.9,79.8,ND,ND,-,19874,75.88,1.88,0.95,27.9,11.07,0.37,broadband,8,36.0,12.0,31.0,25.0,50.0,60.0
4310801,IVOTI,RS,SUL,94.4,257.05,242.01,7,95.3,295.98,289.67,5.9,79.8,ND,ND,-,19874,75.88,1.88,0.95,27.9,11.07,0.37,mobile,2,10.0,22.0,24.0,0.0,0.0,0.0
4311007,JAGUARAO,RS,SUL,85.8,224.66,218.1,5.5,78,263.32,266.96,3.9,76.2,295.41,291.83,4.2,27931,74.89,6.62,10.63,14.79,24.62,0.31,broadband,3,0.0,0.0,0.0,0.0,0.0,62.0
4311007,JAGUARAO,RS,SUL,85.8,224.66,218.1,5.5,78,263.32,266.96,3.9,76.2,295.41,291.83,4.2,27931,74.89,6.62,10.63,14.79,24.62,0.31,mobile,1,0.0,0.0,0.0,0.0,0.0,0.0
4311106,JAGUARI,RS,SUL,91.9,230.17,219.23,5.8,88.9,282.63,272.48,4.9,81,292.73,292.62,4.5,11473,76.93,5.82,8.86,13.16,23.53,,broadband,4,15.0,14.0,4.0,14.0,14.0,18.0
4311106,JAGUARI,RS,SUL,91.9,230.17,219.23,5.8,88.9,282.63,272.48,4.9,81,292.73,292.62,4.5,11473,76.93,5.82,8.86,13.16,23.53,,mobile,1,26.0,0.0,0.0,0.0,0.0,0.0
4311155,JOIA,RS,SUL,98,244.29,227.7,6.5,93,268.36,269.43,4.9,85.4,283.46,288.21,4.4,8331,75.48,6.26,18.88,30.95,13.89,1.39,broadband,2,0.0,0.0,0.0,10.0,0.0,24.0
4311155,JOIA,RS,SUL,98,244.29,227.7,6.5,93,268.36,269.43,4.9,85.4,283.46,288.21,4.4,8331,75.48,6.26,18.88,30.95,13.89,1.39,mobile,1,22.0,0.0,0.0,0.0,0.0,0.0
4311205,JULIO DE CASTILHOS,RS,SUL,84.1,214.52,207.33,5.3,93.5,263.8,261.71,4.7,77,304.2,297.49,4.5,19579,74.96,5.65,12.13,35.52,12.45,0.41,broadband,4,20.0,8.0,16.0,0.0,12.0,46.0
4311254,LAGOAO,RS,SUL,96.3,232.82,232.06,6.5,91.9,ND,ND,-,83.7,287.9,279.02,4.1,6185,74.34,20.11,16.01,9.6,0.0,,broadband,2,0.0,0.0,0.0,8.0,8.0,0.0
4311254,LAGOAO,RS,SUL,96.3,232.82,232.06,6.5,91.9,ND,ND,-,83.7,287.9,279.02,4.1,6185,74.34,20.11,16.01,9.6,0.0,,mobile,1,4.0,0.0,0.0,0.0,0.0,0.0
4311270,LAGOA DOS TRES CANTOS,RS,SUL,100,255.41,240.78,7.2,82.4,282.67,267.27,5.3,-,-,-,-,1598,76.14,2.22,3.78,34.62,83.33,,broadband,2,0.0,0.0,0.0,0.0,2.0,0.0
4311304,LAGOA VERMELHA,RS,SUL,96.8,220.45,213.5,5.8,89.7,257.03,260.23,4.6,84.4,275.13,273.41,3.6,27525,78.1,7.41,7.19,23.44,10.15,,broadband,4,0.0,0.0,2.0,22.0,32.0,12.0
4311403,LAJEADO,RS,SUL,93.8,240.05,227.25,6.4,95.3,276.95,272.51,5.2,81.4,291.27,286.75,4.4,71445,75.41,2.69,1.96,29.35,4.01,0.08,broadband,16,64.0,36.0,204.0,160.0,412.0,856.0
4311403,LAJEADO,RS,SUL,93.8,240.05,227.25,6.4,95.3,276.95,272.51,5.2,81.4,291.27,286.75,4.4,71445,75.41,2.69,1.96,29.35,4.01,0.08,mobile,3,190.0,0.0,30.0,112.0,0.0,0.0
4311502,LAVRAS DO SUL,RS,SUL,91,213.9,202.35,5.2,92.4,263.68,258.67,4.3,73.7,265.6,268.78,3.2,7679,77.05,9.19,11.8,20.97,13.89,2.78,broadband,3,0.0,6.0,0.0,1.0,5.0,5.0
4311627,LINDOLFO COLLOR,RS,SUL,94.3,243.27,233.57,6.6,94.7,287.76,280.8,5.4,71.3,ND,ND,-,5227,75.5,3.78,3.27,36.86,0.0,1.33,broadband,2,0.0,0.0,0.0,0.0,0.0,0.0
4311643,LINHA NOVA,RS,SUL,100,255.23,260.53,7.5,95.7,287.56,281.18,4.8,-,-,-,-,1624,75.73,2.86,1.15,22.18,142.86,,broadband,2,0.0,0.0,0.0,0.0,0.0,2.0
4311700,MACHADINHO,RS,SUL,100,253.74,232.72,6.8,73,ND,ND,-,76.3,ND,ND,-,5510,73.39,10.55,13.51,18.44,0.0,1.28,broadband,4,12.0,4.0,0.0,0.0,0.0,0.0
4311759,MANOEL VIANA,RS,SUL,87.9,218.52,208.63,5.4,90.8,248.48,240.94,3.7,65.3,ND,ND,-,7072,70.96,9.77,13.93,20.04,0.0,,broadband,2,0.0,0.0,0.0,0.0,22.0,0.0
4311809,MARAU,RS,SUL,95.3,230.52,227.45,6.3,94.8,266.82,268.82,5,85.8,282.22,281.79,4.2,36364,76.44,3.0,1.31,28.93,7.52,0.56,broadband,8,60.0,22.0,37.0,0.0,41.0,130.0
4311809,MARAU,RS,SUL,95.3,230.52,227.45,6.3,94.8,266.82,268.82,5,85.8,282.22,281.79,4.2,36364,76.44,3.0,1.31,28.93,7.52,0.56,mobile,2,10.0,0.0,18.0,40.0,0.0,0.0
4311908,MARCELINO RAMOS,RS,SUL,-,-,-,-,90.3,ND,ND,-,89.3,296.52,274.65,4.6,5134,75.03,6.42,7.35,14.72,0.0,,broadband,3,0.0,0.0,0.0,0.0,0.0,14.0
4311981,MARIANA PIMENTEL,RS,SUL,91.1,ND,ND,-,91.8,266.62,257.14,4.6,89.4,266.99,278.73,4.2,3768,76.94,7.56,6.84,13.98,0.0,,broadband,3,0.0,0.0,0.0,2.0,12.0,4.0
4311981,MARIANA PIMENTEL,RS,SUL,91.1,ND,ND,-,91.8,266.62,257.14,4.6,89.4,266.99,278.73,4.2,3768,76.94,7.56,6.84,13.98,0.0,,mobile,1,2.0,0.0,0.0,0.0,0.0,0.0
4312179,MATO QUEIMADO,RS,SUL,100,226.49,225.39,6.2,95.2,300.47,278.03,5.8,96.2,309.91,289.72,5.2,1799,77.22,7.59,8.84,20.06,0.0,,broadband,3,0.0,0.0,0.0,0.0,2.0,0.0
4312179,MATO QUEIMADO,RS,SUL,100,226.49,225.39,6.2,95.2,300.47,278.03,5.8,96.2,309.91,289.72,5.2,1799,77.22,7.59,8.84,20.06,0.0,,mobile,1,6.0,0.0,0.0,0.0,0.0,0.0
4312351,MONTAURI,RS,SUL,100,250.3,260.52,7.2,100,315.24,270.85,5.8,98,322.43,308.38,5.7,1542,76.11,6.61,0.47,24.19,0.0,,broadband,2,0.0,0.0,0.0,0.0,12.0,0.0
4312401,MONTENEGRO,RS,SUL,90.4,223.07,210.08,5.7,92.7,256.03,256.21,4.4,78.9,299.96,294.51,4.5,59415,76.94,3.75,4.87,30.81,5.13,0.41,broadband,7,87.0,2.0,35.0,80.0,198.0,519.0
4312401,MONTENEGRO,RS,SUL,90.4,223.07,210.08,5.7,92.7,256.03,256.21,4.4,78.9,299.96,294.51,4.5,59415,76.94,3.75,4.87,30.81,5.13,0.41,mobile,3,28.0,0.0,52.0,98.0,0.0,0.0
4312450,MORRO REDONDO,RS,SUL,86.2,233.55,211.48,5.7,88.4,266.23,256.53,4.4,87.1,277.8,270.13,4,6227,76.84,9.01,9.88,9.73,17.24,,broadband,2,0.0,0.0,0.0,0.0,0.0,0.0
4312476,MORRO REUTER,RS,SUL,93.8,231.7,233.05,6.5,93.3,291.28,278.86,5.5,82.6,288.12,293.65,4.2,5676,76.5,1.04,1.19,17.4,0.0,,broadband,5,2.0,14.0,0.0,0.0,8.0,20.0
4312500,MOSTARDAS,RS,SUL,91,221.24,212.56,5.5,87.3,259.1,255.4,4.1,83,278.61,271.93,3.9,12124,75.94,11.25,11.7,17.16,14.39,,broadband,2,0.0,0.0,0.0,0.0,0.0,8.0
4312609,MUCUM,RS,SUL,91.2,233.38,219.91,6.1,90.4,ND,ND,-,89.7,ND,ND,-,4791,75.38,4.47,2.5,32.28,0.0,,broadband,3,0.0,0.0,0.0,8.0,0.0,10.0
4312658,NAO-ME-TOQUE,RS,SUL,94.2,234.63,231.91,6.4,91.7,274.06,267.36,4.9,73.4,ND,ND,-,15936,75.8,3.79,2.2,39.61,8.0,,broadband,4,48.0,16.0,48.0,18.0,75.0,424.0
4312658,NAO-ME-TOQUE,RS,SUL,94.2,234.63,231.91,6.4,91.7,274.06,267.36,4.9,73.4,ND,ND,-,15936,75.8,3.79,2.2,39.61,8.0,,mobile,1,8.0,0.0,0.0,0.0,0.0,0.0
4312708,NONOAI,RS,SUL,96,241.3,228.7,6.5,95.5,271.13,267.93,5.3,78.9,271.34,272.38,3.6,12074,74.98,11.02,12.04,19.41,10.53,1.05,broadband,3,14.0,0.0,0.0,0.0,0.0,0.0
4312708,NONOAI,RS,SUL,96,241.3,228.7,6.5,95.5,271.13,267.93,5.3,78.9,271.34,272.38,3.6,12074,74.98,11.02,12.04,19.41,10.53,1.05,mobile,1,6.0,0.0,0.0,0.0,0.0,0.0
4312757,NOVA ALVORADA,RS,SUL,100,252.01,243.11,7.2,92.9,283.21,273.2,5.5,95.7,295.88,285.84,4.9,3182,75.25,8.25,3.55,28.51,0.0,,broadband,2,0.0,0.0,0.0,0.0,4.0,0.0
4312807,NOVA ARACA,RS,SUL,96.2,232.85,227.72,6.4,87.5,284.29,279.75,5.5,98,291.25,291.56,5.1,4001,75.56,2.48,1.37,44.18,0.0,,broadband,4,6.0,0.0,0.0,6.0,4.0,6.0
4312906,NOVA BASSANO,RS,SUL,100,240.41,231,6.7,97.5,273.54,269.81,5.2,95.4,284.42,279.92,4.6,8840,75.93,3.29,1.03,46.55,22.73,,broadband,5,8.0,0.0,0.0,0.0,8.0,10.0
4312955,NOVA BOA VISTA,RS,SUL,95.2,253.21,220.13,6.7,100,285.11,283.36,5.5,91.3,314.35,306.72,5.3,1960,75.13,2.5,1.08,27.95,100.0,,broadband,2,0.0,0.0,2.0,0.0,0.0,0.0
4313011,NOVA CANDELARIA,RS,SUL,96.8,240.91,224.19,6.5,93.1,302,277.15,5.5,90.9,320.28,302.05,5.3,2751,76.36,2.16,,30.89,0.0,,broadband,3,0.0,0.0,0.0,0.0,0.0,3.0
4313060,NOVA HARTZ,RS,SUL,93.9,236.24,224.36,6.3,94.7,270.75,269.45,5.1,86.1,282.87,283.87,4.3,18346,75.14,3.32,2.09,22.46,0.0,,broadband,4,0.0,0.0,0.0,0.0,16.0,16.0
4313060,NOVA HARTZ,RS,SUL,93.9,236.24,224.36,6.3,94.7,270.75,269.45,5.1,86.1,282.87,283.87,4.3,18346,75.14,3.32,2.09,22.46,0.0,,mobile,1,8.0,0.0,0.0,0.0,0.0,0.0
4313102,NOVA PALMA,RS,SUL,93.8,237.2,232.28,6.5,89.7,265.15,256.38,4.9,82.6,316.16,312.09,4.8,6342,75.44,3.62,8.47,28.01,14.93,,broadband,2,0.0,0.0,6.0,0.0,0.0,0.0
4313201,NOVA PETROPOLIS,RS,SUL,98.6,260.17,244.56,7.2,90.6,296.47,290.8,5.9,78.3,313.87,300.56,4.5,19045,78.38,2.02,1.27,22.8,11.24,,broadband,9,70.0,14.0,43.0,16.0,85.0,163.0
4313201,NOVA PETROPOLIS,RS,SUL,98.6,260.17,244.56,7.2,90.6,296.47,290.8,5.9,78.3,313.87,300.56,4.5,19045,78.38,2.02,1.27,22.8,11.24,,mobile,4,16.0,2.0,0.0,42.0,0.0,0.0
4313300,NOVA PRATA,RS,SUL,96.6,238.06,230.11,6.5,95.1,273.69,264.03,5,83.1,293.83,292.52,4.5,22830,75.36,2.88,2.26,28.32,3.18,0.96,broadband,6,64.0,0.0,0.0,49.0,265.0,170.0
4313300,NOVA PRATA,RS,SUL,96.6,238.06,230.11,6.5,95.1,273.69,264.03,5,83.1,293.83,292.52,4.5,22830,75.36,2.88,2.26,28.32,3.18,0.96,mobile,1,110.0,0.0,0.0,0.0,0.0,0.0
4313375,NOVA SANTA RITA,RS,SUL,90.4,221.41,209.67,5.5,80.6,261.4,264.55,4.3,63.2,258.62,261.09,2.8,22716,76.2,4.54,5.51,29.74,18.09,0.26,broadband,3,10.0,0.0,12.0,10.0,0.0,22.0
4313375,NOVA SANTA RITA,RS,SUL,90.4,221.41,209.67,5.5,80.6,261.4,264.55,4.3,63.2,258.62,261.09,2.8,22716,76.2,4.54,5.51,29.74,18.09,0.26,mobile,2,6.0,0.0,2.0,10.0,0.0,0.0
4313409,NOVO HAMBURGO,RS,SUL,96.1,231.17,221,6.2,84.5,261.67,261.97,4.5,75.6,312.5,300.83,4.5,238940,76.11,3.36,3.91,22.99,12.76,0.4,broadband,24,337.0,115.0,485.0,678.0,676.0,2720.0
4313409,NOVO HAMBURGO,RS,SUL,96.1,231.17,221,6.2,84.5,261.67,261.97,4.5,75.6,312.5,300.83,4.5,238940,76.11,3.36,3.91,22.99,12.76,0.4,mobile,5,502.0,64.0,84.0,296.0,0.0,0.0
4313490,NOVO BARREIRO,RS,SUL,100,ND,ND,-,88.7,ND,ND,-,87.7,278.16,282.67,4.2,3978,73.45,10.78,13.4,13.14,38.46,,broadband,3,1.0,0.0,6.0,0.0,0.0,0.0
4313508,OSORIO,RS,SUL,91,234.2,221.5,6,91.7,270.48,270.76,4.7,83.9,ND,ND,-,40906,76.18,4.19,5.67,19.66,11.33,0.16,broadband,3,26.0,0.0,58.0,28.0,52.0,180.0
4313508,OSORIO,RS,SUL,91,234.2,221.5,6,91.7,270.48,270.76,4.7,83.9,ND,ND,-,40906,76.18,4.19,5.67,19.66,11.33,0.16,mobile,2,38.0,0.0,0.0,22.0,0.0,0.0
4313656,PALMARES DO SUL,RS,SUL,80.5,211.85,201.98,4.9,97.5,259.33,262.55,4.8,79,ND,ND,-,10969,76.12,8.09,9.07,23.96,0.0,1.36,broadband,5,0.0,0.0,0.0,16.0,6.0,14.0
4313706,PALMEIRA DAS MISSOES,RS,SUL,94.1,221.45,214.07,5.7,85.1,257.65,260.54,4.5,82.6,295.82,287.79,4.4,34328,74.83,8.71,11.01,25.33,9.51,0.76,broadband,7,32.0,26.0,39.0,54.0,20.0,52.0
4313706,PALMEIRA DAS MISSOES,RS,SUL,94.1,221.45,214.07,5.7,85.1,257.65,260.54,4.5,82.6,295.82,287.79,4.4,34328,74.83,8.71,11.01,25.33,9.51,0.76,mobile,1,26.0,0.0,0.0,0.0,0.0,0.0
4313805,PALMITINHO,RS,SUL,100,240.99,230.43,6.7,98,273.78,276,5.6,87.6,ND,ND,-,6920,75.13,8.95,8.07,16.53,0.0,,broadband,2,0.0,28.0,16.0,0.0,14.0,0.0
4313904,PANAMBI,RS,SUL,93.9,246.33,234.53,6.4,93,280.79,277.43,5.3,87.6,302.74,299.02,4.8,38058,75.9,2.96,3.2,27.85,4.62,0.62,broadband,8,30.0,96.0,51.0,34.0,146.0,382.0
4313904,PANAMBI,RS,SUL,93.9,246.33,234.53,6.4,93,280.79,277.43,5.3,87.6,302.74,299.02,4.8,38058,75.9,2.96,3.2,27.85,4.62,0.62,mobile,3,94.0,0.0,0.0,0.0,0.0,0.0
4313953,PANTANO GRANDE,RS,SUL,95.3,221.45,215.8,5.6,97.3,241.8,234.19,4.1,76.9,ND,ND,-,9895,73.93,10.55,9.35,18.28,0.0,,broadband,2,0.0,0.0,0.0,0.0,6.0,0.0
4314001,PARAI,RS,SUL,97.4,237.92,230.26,6.7,95.9,275.61,279.66,5.5,87.6,297.47,300.46,4.7,6812,76.97,2.75,1.51,23.66,12.99,,broadband,2,0.0,0.0,0.0,0.0,8.0,2.0
4314050,PAROBE,RS,SUL,96.6,237.5,225.24,6.3,95.5,273.59,266.74,5.1,74.8,276.94,271.25,3.6,51502,78.18,4.56,4.94,13.53,8.11,0.54,broadband,5,18.0,0.0,70.0,76.0,58.0,328.0
4314068,PASSA SETE,RS,SUL,95.8,229.96,213.72,5.8,97.2,270.17,263.62,5.3,98,276.06,260.5,4.4,5154,71.94,13.1,21.75,10.1,22.22,,broadband,2,0.0,6.0,0.0,0.0,2.0,0.0
4314076,PASSO DO SOBRADO,RS,SUL,96.3,275.87,239.7,7.3,95.6,265.87,276.58,5,82.4,288.9,291.46,4.3,6011,76.04,5.92,7.97,17.21,0.0,,broadband,2,0.0,0.0,0.0,0.0,4.0,0.0
4314100,PASSO FUNDO,RS,SUL,91.7,222.8,214.73,5.7,87.3,256.28,257.04,4.3,75.3,281.57,283.79,4,184826,75.95,3.58,3.63,28.19,10.06,0.35,broadband,16,1138.0,308.0,938.0,543.0,1674.0,4935.0
4314100,PASSO FUNDO,RS,SUL,91.7,222.8,214.73,5.7,87.3,256.28,257.04,4.3,75.3,281.57,283.79,4,184826,75.95,3.58,3.63,28.19,10.06,0.35,mobile,7,642.0,0.0,180.0,388.0,0.0,0.0
4314159,PAVERAMA,RS,SUL,97.6,221.11,206.12,5.7,84,261.69,252.78,4.1,93.6,293.63,285.35,4.7,8044,75.42,6.35,3.25,12.73,0.0,1.54,broadband,2,0.0,2.0,0.0,0.0,0.0,0.0
4314209,PEDRO OSORIO,RS,SUL,79.8,207.75,196.45,4.5,77.1,237.54,236.67,3.1,70.4,ND,ND,-,7811,74.76,8.71,12.94,10.32,0.0,,mobile,1,0.0,0.0,0.0,14.0,0.0,0.0
4314407,PELOTAS,RS,SUL,83.6,216.44,207.88,5.2,87.8,263.29,266.4,4.4,75.5,291.71,294.05,4.2,328275,75.64,4.12,7.56,15.02,9.98,0.53,broadband,19,1101.0,287.0,598.0,531.0,1633.0,4881.0
4314407,PELOTAS,RS,SUL,83.6,216.44,207.88,5.2,87.8,263.29,266.4,4.4,75.5,291.71,294.05,4.2,328275,75.64,4.12,7.56,15.02,9.98,0.53,mobile,7,678.0,2.0,62.0,650.0,0.0,0.0
4314423,PICADA CAFE,RS,SUL,94.6,293.93,272.54,8.3,95.7,306.88,303.31,6.3,88.9,311.33,314.92,5.2,5182,75.5,2.33,1.66,39.41,0.0,,broadband,2,2.0,0.0,0.0,0.0,0.0,0.0
4314456,PINHAL,RS,SUL,97.6,241.88,218.34,6.5,96.4,276.67,283.11,5.3,71.8,ND,ND,-,2513,76.12,9.34,10.09,18.07,25.64,,broadband,2,0.0,0.0,4.0,0.0,0.0,0.0
4314464,PINHAL DA SERRA,RS,SUL,100,221.42,208.13,5.8,86.2,265.8,267.24,5.1,94.4,268.99,283.26,4.4,2130,75.1,8.28,26.61,120.73,0.0,,broadband,2,0.0,2.0,0.0,0.0,0.0,2.0
4314498,PINHEIRINHO DO VALE,RS,SUL,98.6,246.99,244.16,7,90,285.19,283.57,5.3,88,273.21,275.37,4,4497,74.65,10.36,14.36,10.15,19.23,,broadband,2,0.0,0.0,0.0,0.0,0.0,0.0
4314506,PINHEIRO MACHADO,RS,SUL,89.1,210.31,201.39,4.9,92,262.73,259.17,4.7,65.1,ND,ND,-,12780,75.73,9.81,12.97,14.67,8.13,0.81,broadband,5,20.0,0.0,20.0,0.0,30.0,22.0
4314605,PIRATINI,RS,SUL,92,233.81,223.18,6,90.9,257.46,255.52,4.6,83.2,259.97,267.06,3.8,19841,74.24,10.31,19.16,11.02,14.85,0.99,broadband,4,24.0,4.0,17.0,33.0,106.0,150.0
4314605,PIRATINI,RS,SUL,92,233.81,223.18,6,90.9,257.46,255.52,4.6,83.2,259.97,267.06,3.8,19841,74.24,10.31,19.16,11.02,14.85,0.99,mobile,1,36.0,0.0,0.0,0.0,0.0,0.0
4314704,PLANALTO,RS,SUL,93.3,243.57,237.65,6.6,94.2,269.76,260.24,4.9,80.1,275.63,275.06,3.9,10524,73.41,11.28,15.18,11.41,13.51,1.35,broadband,4,0.0,0.0,0.0,18.0,12.0,18.0
4314753,POCO DAS ANTAS,RS,SUL,100,242.11,245.41,6.7,100,281.44,260.5,4.9,95.3,295.91,280.76,4.8,2017,77.63,2.79,4.52,20.22,0.0,,broadband,3,0.0,6.0,2.0,4.0,0.0,2.0
4314803,PORTAO,RS,SUL,83.4,236.01,224.31,5.8,91.1,281.63,274.25,4.5,78.8,311.55,310.38,4.7,30920,76.37,4.63,4.7,23.04,2.54,0.25,broadband,6,5.0,2.0,0.0,0.0,30.0,16.0
